Place_Name,State_Name,Language spoken at home (Spanish) (DP02_0116E),Language spoken at home (Spanish) - Percent (DP02_0116PE),FIPS_Place,FIPS_State
Sausalito city,California,161,2.3,70364,06
Scotia CDP,California,19,4.4,70518,06
Scotts Valley city,California,686,6.0,70588,06
Seacliff CDP,California,166,5.0,70644,06
Seal Beach city,California,1033,4.4,70686,06
Sea Ranch CDP,California,130,11.4,70712,06
Searles Valley CDP,California,98,6.4,70728,06
Seaside city,California,11242,35.3,70742,06
Sebastopol city,California,650,8.8,70770,06
Seeley CDP,California,1425,87.1,70798,06
Selma city,California,12169,53.5,70882,06
Sequoia Crest CDP,California,0,0.0,70966,06
Sereno del Mar CDP,California,0,0.0,71000,06
Seville CDP,California,346,85.4,71078,06
Shafter city,California,11917,64.9,71106,06
Shandon CDP,California,469,45.0,71134,06
Shasta CDP,California,9,0.6,71218,06
Shasta Lake city,California,418,4.4,71225,06
Shaver Lake CDP,California,5,1.1,71246,06
Shell Ridge CDP,California,64,6.6,71362,06
Shelter Cove CDP,California,0,0.0,71372,06
Sheridan CDP,California,62,6.0,71414,06
Shingle Springs CDP,California,111,3.1,71554,06
Shingletown CDP,California,68,3.0,71568,06
Shoshone CDP,California,0,0.0,71680,06
Sierra Brooks CDP,California,72,16.7,71774,06
Sierra City CDP,California,0,0.0,71778,06
Sierra Madre city,California,521,5.1,71806,06
Sierra Village CDP,California,0,0.0,71834,06
Sierraville CDP,California,44,26.5,71848,06
Signal Hill city,California,2797,26.2,71876,06
Silverado CDP,California,43,6.0,71918,06
Silverado Resort CDP,California,69,6.0,71927,06
Silver City CDP,California,0,-666666666.0,71932,06
Silver Lakes CDP,California,202,3.5,71964,06
Simi Valley city,California,17278,14.5,72016,06
Sisquoc CDP,California,35,21.9,72086,06
Sky Valley CDP,California,758,34.1,72156,06
Sleepy Hollow CDP,California,147,6.4,72184,06
Saranap CDP,California,192,3.4,70266,06
Smartsville CDP,California,0,0.0,72282,06
Smith Corner CDP,California,343,89.1,72338,06
Smith River CDP,California,0,0.0,72380,06
Snelling CDP,California,23,26.1,72408,06
Soda Bay CDP,California,0,0.0,72478,06
Soda Springs CDP,California,0,0.0,72492,06
Solana Beach city,California,1285,10.2,72506,06
Soledad city,California,14876,61.3,72520,06
Solvang city,California,558,10.2,72576,06
Somis CDP,California,189,17.0,72632,06
Sonoma city,California,1197,11.2,72646,06
Sonoma State University CDP,California,279,19.8,72654,06
Sonora city,California,195,4.3,72674,06
Emerald Lake Hills CDP,California,152,3.3,22587,06
Emeryville city,California,700,6.2,22594,06
Empire CDP,California,1631,52.6,22622,06
Encinitas city,California,6820,11.5,22678,06
Escalon city,California,556,8.0,22790,06
Escondido city,California,51086,36.5,22804,06
Esparto CDP,California,1400,41.6,22846,06
Etna city,California,0,0.0,22972,06
Eucalyptus Hills CDP,California,106,1.9,23000,06
Eureka city,California,2118,8.3,23042,06
Exeter city,California,2727,28.3,23126,06
Fairbanks Ranch CDP,California,146,5.9,23150,06
Fairfax CDP,California,1015,61.2,23158,06
Fairfax town,California,436,6.0,23168,06
Fairfield city,California,21621,20.0,23182,06
Fairhaven CDP,California,35,13.9,23196,06
Fairmead CDP,California,623,61.3,23210,06
Fair Oaks CDP,California,1449,4.9,23294,06
Fairview CDP,California,1572,15.4,23350,06
Fallbrook CDP,California,10558,35.9,23462,06
Fall River Mills CDP,California,18,5.5,23532,06
Farmersville city,California,7505,75.3,23616,06
Farmington CDP,California,31,19.9,23630,06
Fellows CDP,California,0,0.0,23812,06
Felton CDP,California,71,2.3,23826,06
Ferndale city,California,75,5.6,23910,06
Fetters Hot Springs-Agua Caliente CDP,California,1387,40.4,23973,06
Fiddletown CDP,California,0,0.0,23980,06
Fieldbrook CDP,California,20,2.6,24008,06
Fields Landing CDP,California,0,0.0,24022,06
Fillmore city,California,7592,50.1,24092,06
Firebaugh city,California,5580,80.1,24134,06
Fish Camp CDP,California,0,0.0,24218,06
Florence-Graham CDP,California,50670,85.5,24477,06
Florin CDP,California,9526,20.9,24498,06
Floriston CDP,California,0,0.0,24526,06
Flournoy CDP,California,0,0.0,24568,06
Folsom city,California,4958,6.6,24638,06
Fontana city,California,98627,49.8,24680,06
Foothill Farms CDP,California,4826,14.7,24722,06
Forbestown CDP,California,0,0.0,24750,06
Ford City CDP,California,2215,48.7,24764,06
Foresthill CDP,California,0,0.0,24834,06
Forest Meadows CDP,California,44,4.1,24897,06
Forest Ranch CDP,California,92,5.9,24918,06
Forestville CDP,California,171,4.7,24960,06
Fort Bidwell CDP,California,0,0.0,25030,06
Fort Bragg city,California,1733,26.0,25058,06
Fort Dick CDP,California,7,0.5,25086,06
Fort Hunter Liggett CDP,California,0,0.0,25093,06
Fort Irwin CDP,California,879,10.9,25114,06
Fort Jones city,California,20,3.6,25128,06
Fortuna city,California,1887,16.5,25296,06
Fort Washington CDP,California,0,0.0,25300,06
Foster City city,California,1542,5.0,25338,06
Fountain Valley city,California,4059,7.6,25380,06
Soquel CDP,California,1266,12.3,72688,06
Soulsbyville CDP,California,74,3.7,72772,06
South Dos Palos CDP,California,608,52.8,72954,06
South El Monte city,California,12790,66.3,72996,06
South Gate city,California,76376,85.9,73080,06
South Lake Tahoe city,California,4633,21.6,73108,06
South Monrovia Island CDP,California,3405,55.0,73167,06
South Oroville CDP,California,347,14.1,73178,06
South Pasadena city,California,2802,11.6,73220,06
South San Francisco city,California,12156,19.1,73262,06
South San Gabriel CDP,California,1440,18.2,73276,06
South San Jose Hills CDP,California,13330,73.9,73290,06
South Taft CDP,California,727,38.3,73388,06
South Whittier CDP,California,27599,50.2,73430,06
Spaulding CDP,California,7,5.4,73554,06
Spreckels CDP,California,0,0.0,73612,06
Spring Garden CDP,California,0,0.0,73654,06
Spring Valley CDP (Lake County),California,115,11.6,73690,06
Spring Valley CDP (San Diego County),California,8196,27.7,73696,06
Spring Valley Lake CDP,California,715,9.1,73700,06
Springville CDP,California,0,0.0,73710,06
Squaw Valley CDP,California,345,10.6,73794,06
Squirrel Mountain Valley CDP,California,74,6.5,73815,06
Stallion Springs CDP,California,368,13.5,73868,06
Stanford CDP,California,1558,9.8,73906,06
Stanton city,California,14508,40.3,73962,06
Stebbins CDP,California,355,38.7,74021,06
Stevenson Ranch CDP,California,1624,9.0,74130,06
Stevinson CDP,California,32,16.3,74144,06
Stinson Beach CDP,California,32,5.6,74172,06
Stirling City CDP,California,157,54.7,74186,06
Stockton city,California,79044,27.4,75000,06
Stones Landing CDP,California,0,0.0,75122,06
Stonyford CDP,California,5,6.6,75154,06
Stratford CDP,California,402,55.8,75252,06
Strathmore CDP,California,1752,49.0,75280,06
Strawberry CDP (Marin County),California,375,7.6,75315,06
Strawberry CDP (Tuolumne County),California,0,0.0,75322,06
Sugarloaf Saw Mill CDP,California,0,-666666666.0,75592,06
Sugarloaf Village CDP,California,0,0.0,75596,06
Suisun City city,California,3861,14.0,75630,06
Sultana CDP,California,738,63.5,75672,06
Summerland CDP,California,44,5.9,75714,06
Sunnyside CDP,California,1243,28.8,75994,06
Sunnyside-Tahoe City CDP,California,1,0.1,76015,06
Sunny Slopes CDP,California,0,0.0,76040,06
Sunnyvale city,California,17383,12.3,77000,06
Sunol CDP,California,18,2.2,77042,06
Sun Village CDP,California,6813,52.8,77308,06
Susanville city,California,3444,23.8,77364,06
Sutter CDP,California,86,3.3,77378,06
Sutter Creek city,California,24,1.0,77392,06
Swall Meadows CDP,California,0,0.0,77430,06
Taft city,California,1709,20.2,77574,06
Taft Heights CDP,California,245,18.3,77588,06
Fowler city,California,2127,36.1,25436,06
Franklin CDP (Merced County),California,2061,29.1,25488,06
Franklin CDP (Sacramento County),California,5,19.2,25506,06
Frazier Park CDP,California,233,7.5,25534,06
Freedom CDP,California,2354,62.4,25576,06
Freeport CDP,California,0,0.0,25590,06
Fremont city,California,18573,8.4,26000,06
French Camp CDP,California,1457,41.9,26028,06
French Gulch CDP,California,12,2.8,26056,06
French Valley CDP,California,4508,12.4,26067,06
Fresno city,California,144732,29.9,27000,06
Friant CDP,California,84,16.3,27014,06
Fruitdale CDP,California,129,11.0,27080,06
Fruitridge Pocket CDP,California,1369,24.9,27130,06
Fuller Acres CDP,California,446,86.6,27190,06
Fullerton city,California,31565,24.0,28000,06
Fulton CDP,California,197,51.7,28014,06
Furnace Creek CDP,California,1,1.1,28021,06
Galt city,California,7372,30.2,28112,06
Garberville CDP,California,0,0.0,28154,06
Gardena city,California,18557,33.1,28168,06
Garden Acres CDP,California,6360,69.7,28182,06
Garden Farms CDP,California,0,0.0,28210,06
Garden Grove city,California,45162,27.6,29000,06
Garey CDP,California,12,27.3,29070,06
Garnet CDP,California,3525,67.7,29112,06
Gasquet CDP,California,0,0.0,29154,06
Gazelle CDP,California,0,0.0,29252,06
Georgetown CDP,California,52,1.8,29350,06
Gerber CDP,California,680,64.8,29392,06
Geyserville CDP,California,177,27.1,29420,06
Gilroy city,California,18752,36.4,29504,06
Glendale city,California,26147,13.8,30000,06
Glendora city,California,7442,15.4,30014,06
Glen Ellen CDP,California,26,2.2,30028,06
Glennville CDP,California,0,0.0,30126,06
Golden Hills CDP,California,1275,13.5,30282,06
Gold Mountain CDP,California,0,0.0,30339,06
Gold River CDP,California,206,2.7,30345,06
Goleta city,California,7020,23.0,30378,06
Gonzales city,California,5645,74.8,30392,06
Good Hope CDP,California,5997,74.9,30410,06
Goodmanville CDP,California,0,0.0,30412,06
Goodyears Bar CDP,California,0,0.0,30420,06
Goshen CDP,California,2544,50.7,30476,06
Graeagle CDP,California,0,0.0,30560,06
Grand Terrace city,California,2656,22.7,30658,06
Grangeville CDP,California,0,0.0,30686,06
Granite Bay CDP,California,1213,5.5,30693,06
Granite Hills CDP,California,275,7.0,30703,06
Graniteville CDP,California,0,0.0,30714,06
Grass Valley city,California,432,3.5,30798,06
Graton CDP,California,40,2.8,30812,06
Grayson CDP,California,1421,90.5,30882,06
Greeley Hill CDP,California,19,2.1,30900,06
Greenacres CDP,California,436,9.0,30938,06
Taft Mosswood CDP,California,586,58.2,77595,06
Tahoe Vista CDP,California,256,21.5,77700,06
Tahoma CDP,California,25,2.6,77728,06
Talmage CDP,California,102,10.1,77784,06
Tamalpais-Homestead Valley CDP,California,570,4.9,77805,06
Tancred CDP,California,0,0.0,77860,06
Tara Hills CDP,California,1111,24.0,77924,06
Tarina CDP,California,0,-666666666.0,77934,06
Tarpey Village CDP,California,434,11.1,77960,06
Taylorsville CDP,California,0,0.0,78008,06
Tecopa CDP,California,0,0.0,78050,06
Tehachapi city,California,2815,23.6,78092,06
Tehama city,California,60,12.6,78106,06
Temecula city,California,15493,14.7,78120,06
Temelec CDP,California,0,0.0,78126,06
Temescal Valley CDP,California,5020,18.9,78138,06
Temple City city,California,4257,12.6,78148,06
Templeton CDP,California,340,4.4,78162,06
Tennant CDP,California,0,0.0,78176,06
Terminous CDP,California,53,14.2,78232,06
Terra Bella CDP,California,2001,88.5,78288,06
Teviston CDP,California,719,85.0,78336,06
Thermal CDP,California,1188,94.7,78456,06
Thermalito CDP,California,327,5.4,78470,06
Thornton CDP,California,342,41.2,78568,06
Thousand Oaks city,California,14678,12.2,78582,06
Thousand Palms CDP,California,3716,47.5,78596,06
Three Rivers CDP,California,51,1.9,78638,06
Three Rocks CDP,California,97,100.0,78652,06
Tiburon town,California,322,3.7,78666,06
Timber Cove CDP,California,7,6.8,78715,06
Tipton CDP,California,2771,87.7,78750,06
Tobin CDP,California,0,-666666666.0,78792,06
Tomales CDP,California,0,0.0,78890,06
Tonyville CDP,California,183,92.4,78932,06
Tooleville CDP,California,169,91.8,78949,06
Topanga CDP,California,769,9.8,78960,06
Topaz CDP,California,0,0.0,79030,06
Toro Canyon CDP,California,542,29.4,79529,06
Torrance city,California,13774,10.2,80000,06
Trabuco Canyon CDP,California,128,10.4,80210,06
Tracy city,California,20442,23.9,80238,06
Tranquillity CDP,California,499,63.4,80266,06
Traver CDP,California,484,75.3,80280,06
Tres Pinos CDP,California,75,8.7,80364,06
Trinidad city,California,7,2.1,80448,06
Trinity Center CDP,California,5,1.9,80476,06
Trinity Village CDP,California,0,0.0,80483,06
Trona CDP,California,0,0.0,80515,06
Trowbridge CDP,California,2,1.1,80560,06
Truckee town,California,1678,10.7,80588,06
Tulare city,California,23639,40.3,80644,06
Tulelake city,California,384,53.6,80686,06
Tuolumne City CDP,California,45,3.3,80763,06
Tupman CDP,California,14,10.5,80784,06
Turlock city,California,18638,27.5,80812,06
Greenfield CDP,California,2139,67.1,30987,06
Greenfield city,California,12663,81.6,30994,06
Greenhorn CDP,California,0,0.0,31029,06
Green Valley CDP (Los Angeles County),California,66,6.2,31092,06
Green Valley CDP (Solano County),California,0,0.0,31099,06
Greenview CDP,California,0,0.0,31134,06
Greenville CDP,California,26,3.3,31162,06
Grenada CDP,California,0,0.0,31246,06
Gridley city,California,2302,34.4,31260,06
Grimes CDP,California,171,42.5,31288,06
Grizzly Flats CDP,California,0,0.0,31302,06
Groveland CDP,California,0,0.0,31372,06
Grover Beach city,California,2129,17.1,31393,06
Guadalupe city,California,5353,77.5,31414,06
Guerneville CDP,California,166,3.6,31470,06
Guinda CDP,California,0,0.0,31540,06
Gustine city,California,2146,39.0,31568,06
Hacienda Heights CDP,California,15459,29.5,31596,06
Half Moon Bay city,California,3411,28.7,31708,06
Hamilton Branch CDP,California,0,0.0,31883,06
Hamilton City CDP,California,2057,89.5,31890,06
Hanford city,California,15724,29.6,31960,06
Happy Camp CDP,California,17,2.2,32030,06
Happy Valley CDP,California,288,5.2,32036,06
Harbison Canyon CDP,California,371,9.2,32044,06
Hardwick CDP,California,66,45.2,32156,06
Harmony Grove CDP,California,144,11.2,32212,06
Hartland CDP,California,0,-666666666.0,32324,06
Hartley CDP,California,256,10.0,32340,06
Hasley Canyon CDP,California,277,20.2,32385,06
Hat Creek CDP,California,21,23.1,32408,06
Hawaiian Gardens city,California,8724,66.0,32506,06
Hawthorne city,California,36799,47.0,32548,06
Hayfork CDP,California,125,5.3,32562,06
Hayward city,California,46576,31.1,33000,06
Healdsburg city,California,2507,22.3,33056,06
Heber CDP,California,6932,91.5,33084,06
Hemet city,California,22981,29.0,33182,06
Herald CDP,California,78,7.4,33294,06
Hercules city,California,2985,11.9,33308,06
Herlong CDP,California,410,32.8,33336,06
Green Acres CDP,California,1558,47.3,30944,06
Hermosa Beach city,California,706,3.9,33364,06
Hesperia city,California,27255,30.8,33434,06
Hickman CDP,California,157,21.8,33504,06
Hidden Hills city,California,93,4.3,33518,06
Hidden Meadows CDP,California,84,2.5,33532,06
Hidden Valley Lake CDP,California,347,6.0,33549,06
Highgrove CDP,California,2277,41.4,33574,06
Highland city,California,18113,35.5,33588,06
Highlands CDP,California,138,4.9,33632,06
Hillcrest CDP,California,6346,60.0,33689,06
Hillsborough town,California,305,2.7,33798,06
Hilmar-Irwin CDP,California,1238,22.6,33861,06
Hiouchi CDP,California,44,16.5,33935,06
Hollister city,California,16029,43.0,34120,06
Tustin city,California,21273,28.3,80854,06
Tuttle CDP,California,61,62.9,80882,06
Tuttletown CDP,California,0,0.0,80896,06
Twain CDP,California,0,0.0,80952,06
Twain Harte CDP,California,99,4.2,80966,06
Twentynine Palms city,California,2248,9.7,80994,06
Twin Lakes CDP (Mono County),California,0,0.0,81048,06
Twin Lakes CDP (Santa Cruz County),California,946,17.6,81050,06
Ukiah city,California,4289,28.8,81134,06
Union City city,California,10085,14.1,81204,06
University of California-Davis CDP,California,996,11.2,81302,06
University of California-Merced CDP,California,0,-666666666.0,81312,06
University of California-Santa Barbara CDP,California,2177,19.0,81316,06
Upland city,California,15059,20.7,81344,06
Upper Lake CDP,California,51,4.4,81358,06
Vacaville city,California,11212,11.9,81554,06
Valinda CDP,California,12132,56.6,81638,06
Vallecito CDP,California,19,14.4,81652,06
Vallejo city,California,20714,18.1,81666,06
Valle Vista CDP,California,3792,21.4,81708,06
Valley Acres CDP,California,193,34.2,81722,06
Valley Center CDP,California,2220,21.2,81736,06
Valley Ford CDP,California,0,-666666666.0,81778,06
Valley Home CDP,California,20,9.6,81792,06
Valley Ranch CDP,California,0,0.0,81869,06
Valley Springs CDP,California,542,14.7,81890,06
Valley Wells CDP,California,0,-666666666.0,81925,06
Val Verde CDP,California,1699,54.0,81967,06
Vandenberg AFB CDP,California,141,4.6,82072,06
Vandenberg Village CDP,California,1054,14.2,82086,06
Verdi CDP,California,0,0.0,82334,06
Vernon city,California,168,74.0,82422,06
Victor CDP,California,158,40.6,82562,06
Victorville city,California,38693,34.3,82590,06
View Park-Windsor Hills CDP,California,1009,9.0,82667,06
Villa Park city,California,262,4.6,82744,06
Vina CDP,California,38,19.1,82786,06
Vincent CDP,California,8518,55.5,82815,06
Vine Hill CDP,California,327,11.5,82842,06
Vineyard CDP,California,3393,9.1,82852,06
Virginia Lakes CDP,California,0,-666666666.0,82929,06
Visalia city,California,35987,29.5,82954,06
Vista city,California,34826,37.4,82996,06
Vista Santa Rosa CDP,California,1220,59.5,83085,06
Volcano CDP,California,0,0.0,83094,06
Volta CDP,California,71,53.4,83108,06
Walker CDP,California,1,0.2,83262,06
Wallace CDP,California,143,19.8,83304,06
Walnut city,California,2860,10.0,83332,06
Walnut Creek city,California,3549,5.3,83346,06
Walnut Grove CDP,California,463,37.6,83374,06
Walnut Park CDP,California,13721,90.6,83402,06
Warm Springs CDP,California,579,40.1,83460,06
Warner Valley CDP,California,0,-666666666.0,83494,06
Wasco city,California,17058,66.6,83542,06
