OrderDetailID,OrderID,Product_ID,Quantity,CustomerID,EmployeeID,OrderDate,ShipperID
226,10332,47,16,51,3,1996-10-17,2
227,10333,14,10,87,5,1996-10-18,3
228,10333,21,10,87,5,1996-10-18,3
229,10333,71,40,87,5,1996-10-18,3
230,10334,52,8,84,8,1996-10-21,2
231,10334,68,10,84,8,1996-10-21,2
232,10335,2,7,37,7,1996-10-22,2
233,10335,31,25,37,7,1996-10-22,2
234,10335,32,6,37,7,1996-10-22,2
235,10335,51,48,37,7,1996-10-22,2
236,10336,4,18,60,7,1996-10-23,2
237,10337,23,40,25,4,1996-10-24,3
238,10337,26,24,25,4,1996-10-24,3
239,10337,36,20,25,4,1996-10-24,3
240,10337,37,28,25,4,1996-10-24,3
241,10337,72,25,25,4,1996-10-24,3
242,10338,17,20,55,4,1996-10-25,3
243,10338,30,15,55,4,1996-10-25,3
244,10339,4,10,51,2,1996-10-28,2
245,10339,17,70,51,2,1996-10-28,2
246,10339,62,28,51,2,1996-10-28,2
247,10340,18,20,9,1,1996-10-29,3
248,10340,41,12,9,1,1996-10-29,3
249,10340,43,40,9,1,1996-10-29,3
250,10341,33,8,73,7,1996-10-29,3
251,10341,59,9,73,7,1996-10-29,3
252,10342,2,24,25,4,1996-10-30,2
253,10342,31,56,25,4,1996-10-30,2
254,10342,36,40,25,4,1996-10-30,2
255,10342,55,40,25,4,1996-10-30,2
256,10343,64,50,44,4,1996-10-31,1
257,10343,68,4,44,4,1996-10-31,1
258,10343,76,15,44,4,1996-10-31,1
259,10344,4,35,89,4,1996-11-01,2
260,10344,8,70,89,4,1996-11-01,2
261,10345,8,70,63,2,1996-11-04,2
262,10345,19,80,63,2,1996-11-04,2
263,10345,42,9,63,2,1996-11-04,2
264,10346,17,36,65,3,1996-11-05,3
265,10346,56,20,65,3,1996-11-05,3
266,10347,25,10,21,4,1996-11-06,3
267,10347,39,50,21,4,1996-11-06,3
268,10347,40,4,21,4,1996-11-06,3
269,10347,75,6,21,4,1996-11-06,3
270,10348,1,15,86,4,1996-11-07,2
271,10348,23,25,86,4,1996-11-07,2
272,10349,54,24,75,7,1996-11-08,1
273,10350,50,15,41,6,1996-11-11,2
274,10350,69,18,41,6,1996-11-11,2
275,10351,38,20,20,1,1996-11-11,1
276,10351,41,13,20,1,1996-11-11,1
277,10351,44,77,20,1,1996-11-11,1
278,10351,65,10,20,1,1996-11-11,1
279,10352,24,10,28,3,1996-11-12,3
280,10352,54,20,28,3,1996-11-12,3
281,10353,11,12,59,7,1996-11-13,3
282,10353,38,50,59,7,1996-11-13,3
283,10354,1,12,58,8,1996-11-14,3
284,10354,29,4,58,8,1996-11-14,3
285,10355,24,25,4,6,1996-11-15,1
286,10355,57,25,4,6,1996-11-15,1
287,10356,31,30,86,6,1996-11-18,2
288,10356,55,12,86,6,1996-11-18,2
289,10356,69,20,86,6,1996-11-18,2
290,10357,10,30,46,1,1996-11-19,3
291,10357,26,16,46,1,1996-11-19,3
292,10357,60,8,46,1,1996-11-19,3
293,10358,24,10,41,5,1996-11-20,1
294,10358,34,10,41,5,1996-11-20,1
295,10358,36,20,41,5,1996-11-20,1
296,10359,16,56,72,5,1996-11-21,3
297,10359,31,70,72,5,1996-11-21,3
298,10359,60,80,72,5,1996-11-21,3
299,10360,28,30,7,4,1996-11-22,3
300,10360,29,35,7,4,1996-11-22,3
301,10360,38,10,7,4,1996-11-22,3
302,10360,49,35,7,4,1996-11-22,3
303,10360,54,28,7,4,1996-11-22,3
304,10361,39,54,63,1,1996-11-22,2
305,10361,60,55,63,1,1996-11-22,2
306,10362,25,50,9,3,1996-11-25,1
307,10362,51,20,9,3,1996-11-25,1
308,10362,54,24,9,3,1996-11-25,1
309,10363,31,20,17,4,1996-11-26,3
310,10363,75,12,17,4,1996-11-26,3
311,10363,76,12,17,4,1996-11-26,3
312,10364,69,30,19,1,1996-11-26,1
313,10364,71,5,19,1,1996-11-26,1
314,10365,11,24,3,3,1996-11-27,2
315,10366,65,5,29,8,1996-11-28,2
316,10366,77,5,29,8,1996-11-28,2
317,10367,34,36,83,7,1996-11-28,3
318,10367,54,18,83,7,1996-11-28,3
319,10367,65,15,83,7,1996-11-28,3
320,10367,77,7,83,7,1996-11-28,3
321,10368,21,5,20,2,1996-11-29,2
322,10368,28,13,20,2,1996-11-29,2
323,10368,57,25,20,2,1996-11-29,2
324,10368,64,35,20,2,1996-11-29,2
325,10369,29,20,75,8,1996-12-02,2
326,10369,56,18,75,8,1996-12-02,2
327,10370,1,15,14,6,1996-12-03,2
328,10370,64,30,14,6,1996-12-03,2
329,10370,74,20,14,6,1996-12-03,2
330,10371,36,6,41,1,1996-12-03,1
331,10372,20,12,62,5,1996-12-04,2
332,10372,38,40,62,5,1996-12-04,2
333,10372,60,70,62,5,1996-12-04,2
334,10372,72,42,62,5,1996-12-04,2
335,10373,58,80,37,4,1996-12-05,3
336,10373,71,50,37,4,1996-12-05,3
337,10374,31,30,91,1,1996-12-05,3
338,10374,58,15,91,1,1996-12-05,3
339,10375,14,15,36,3,1996-12-06,2
340,10375,54,10,36,3,1996-12-06,2
341,10376,31,42,51,1,1996-12-09,2
342,10377,28,20,72,1,1996-12-09,3
343,10377,39,20,72,1,1996-12-09,3
344,10378,71,6,24,5,1996-12-10,3
345,10379,41,8,61,2,1996-12-11,1
346,10379,63,16,61,2,1996-12-11,1
347,10379,65,20,61,2,1996-12-11,1
348,10380,30,18,37,8,1996-12-12,3
349,10380,53,20,37,8,1996-12-12,3
350,10380,60,6,37,8,1996-12-12,3
351,10380,70,30,37,8,1996-12-12,3
352,10381,74,14,46,3,1996-12-12,3
353,10382,5,32,20,4,1996-12-13,1
354,10382,18,9,20,4,1996-12-13,1
355,10382,29,14,20,4,1996-12-13,1
356,10382,33,60,20,4,1996-12-13,1
357,10382,74,50,20,4,1996-12-13,1
358,10383,13,20,4,8,1996-12-16,3
359,10383,50,15,4,8,1996-12-16,3
360,10383,56,20,4,8,1996-12-16,3
361,10384,20,28,5,3,1996-12-16,3
362,10384,60,15,5,3,1996-12-16,3
363,10385,7,10,75,1,1996-12-17,2
364,10385,60,20,75,1,1996-12-17,2
365,10385,68,8,75,1,1996-12-17,2
366,10386,24,15,21,9,1996-12-18,3
367,10386,34,10,21,9,1996-12-18,3
368,10387,24,15,70,1,1996-12-18,2
369,10387,28,6,70,1,1996-12-18,2
370,10387,59,12,70,1,1996-12-18,2
371,10387,71,15,70,1,1996-12-18,2
372,10388,45,15,72,2,1996-12-19,1
373,10388,52,20,72,2,1996-12-19,1
374,10388,53,40,72,2,1996-12-19,1
375,10389,10,16,10,4,1996-12-20,2
376,10389,55,15,10,4,1996-12-20,2
377,10389,62,20,10,4,1996-12-20,2
378,10389,70,30,10,4,1996-12-20,2
379,10390,31,60,20,6,1996-12-23,1
380,10390,35,40,20,6,1996-12-23,1
381,10390,46,45,20,6,1996-12-23,1
382,10390,72,24,20,6,1996-12-23,1
383,10391,13,18,17,3,1996-12-23,3
384,10392,69,50,59,2,1996-12-24,3
385,10393,2,25,71,1,1996-12-25,3
386,10393,14,42,71,1,1996-12-25,3
387,10393,25,7,71,1,1996-12-25,3
388,10393,26,70,71,1,1996-12-25,3
389,10393,31,32,71,1,1996-12-25,3
390,10394,13,10,36,1,1996-12-25,3
391,10394,62,10,36,1,1996-12-25,3
392,10395,46,28,35,6,1996-12-26,1
393,10395,53,70,35,6,1996-12-26,1
394,10395,69,8,35,6,1996-12-26,1
395,10396,23,40,25,1,1996-12-27,3
396,10396,71,60,25,1,1996-12-27,3
397,10396,72,21,25,1,1996-12-27,3
398,10397,21,10,60,5,1996-12-27,1
399,10397,51,18,60,5,1996-12-27,1
400,10398,35,30,71,2,1996-12-30,3
401,10398,55,120,71,2,1996-12-30,3
402,10399,68,60,83,8,1996-12-31,3
403,10399,71,30,83,8,1996-12-31,3
404,10399,76,35,83,8,1996-12-31,3
405,10399,77,14,83,8,1996-12-31,3
406,10400,29,21,19,1,1997-01-01,3
407,10400,35,35,19,1,1997-01-01,3
408,10400,49,30,19,1,1997-01-01,3
409,10401,30,18,65,1,1997-01-01,1
410,10401,56,70,65,1,1997-01-01,1
411,10401,65,20,65,1,1997-01-01,1
412,10401,71,60,65,1,1997-01-01,1
413,10402,23,60,20,8,1997-01-02,2
414,10402,63,65,20,8,1997-01-02,2
415,10403,16,21,20,4,1997-01-03,3
416,10403,48,70,20,4,1997-01-03,3
417,10404,26,30,49,2,1997-01-03,1
418,10404,42,40,49,2,1997-01-03,1
419,10404,49,30,49,2,1997-01-03,1
420,10405,3,50,47,1,1997-01-06,1
421,10406,1,10,62,7,1997-01-07,1
422,10406,21,30,62,7,1997-01-07,1
423,10406,28,42,62,7,1997-01-07,1
424,10406,36,5,62,7,1997-01-07,1
425,10406,40,2,62,7,1997-01-07,1
426,10407,11,30,56,2,1997-01-07,2
427,10407,69,15,56,2,1997-01-07,2
428,10407,71,15,56,2,1997-01-07,2
429,10408,37,10,23,8,1997-01-08,1
430,10408,54,6,23,8,1997-01-08,1
431,10408,62,35,23,8,1997-01-08,1
432,10409,14,12,54,3,1997-01-09,1
433,10409,21,12,54,3,1997-01-09,1
434,10410,33,49,10,3,1997-01-10,3
435,10410,59,16,10,3,1997-01-10,3
436,10411,41,25,10,9,1997-01-10,3
437,10411,44,40,10,9,1997-01-10,3
438,10411,59,9,10,9,1997-01-10,3
439,10412,14,20,87,8,1997-01-13,2
440,10413,1,24,41,3,1997-01-14,2
441,10413,62,40,41,3,1997-01-14,2
442,10413,76,14,41,3,1997-01-14,2
443,10414,19,18,21,2,1997-01-14,3
444,10414,33,50,21,2,1997-01-14,3
445,10415,17,2,36,3,1997-01-15,1
446,10415,33,20,36,3,1997-01-15,1
447,10416,19,20,87,8,1997-01-16,3
448,10416,53,10,87,8,1997-01-16,3
449,10416,57,20,87,8,1997-01-16,3
450,10417,38,50,73,4,1997-01-16,3
451,10417,46,2,73,4,1997-01-16,3
452,10417,68,36,73,4,1997-01-16,3
453,10417,77,35,73,4,1997-01-16,3
454,10418,2,60,63,4,1997-01-17,1
455,10418,47,55,63,4,1997-01-17,1
456,10418,61,16,63,4,1997-01-17,1
457,10418,74,15,63,4,1997-01-17,1
458,10419,60,60,68,4,1997-01-20,2
459,10419,69,20,68,4,1997-01-20,2
460,10420,9,20,88,3,1997-01-21,1
461,10420,13,2,88,3,1997-01-21,1
462,10420,70,8,88,3,1997-01-21,1
463,10420,73,20,88,3,1997-01-21,1
464,10421,19,4,61,8,1997-01-21,1
465,10421,26,30,61,8,1997-01-21,1
466,10421,53,15,61,8,1997-01-21,1
467,10421,77,10,61,8,1997-01-21,1
468,10422,26,2,27,2,1997-01-22,1
469,10423,31,14,31,6,1997-01-23,3
470,10423,59,20,31,6,1997-01-23,3
471,10424,35,60,51,7,1997-01-23,2
472,10424,38,49,51,7,1997-01-23,2
473,10424,68,30,51,7,1997-01-23,2
474,10425,55,10,41,6,1997-01-24,2
475,10425,76,20,41,6,1997-01-24,2
476,10426,56,5,29,4,1997-01-27,1
477,10426,64,7,29,4,1997-01-27,1
478,10427,14,35,59,4,1997-01-27,2
479,10428,46,20,66,7,1997-01-28,1
480,10429,50,40,37,3,1997-01-29,2
481,10429,63,35,37,3,1997-01-29,2
482,10430,17,45,20,4,1997-01-30,1
483,10430,21,50,20,4,1997-01-30,1
484,10430,56,30,20,4,1997-01-30,1
485,10430,59,70,20,4,1997-01-30,1
486,10431,17,50,10,4,1997-01-30,2
487,10431,40,50,10,4,1997-01-30,2
488,10431,47,30,10,4,1997-01-30,2
489,10432,26,10,75,3,1997-01-31,2
490,10432,54,40,75,3,1997-01-31,2
491,10433,56,28,60,3,1997-02-03,3
492,10434,11,6,24,3,1997-02-03,2
493,10434,76,18,24,3,1997-02-03,2
494,10435,2,10,16,8,1997-02-04,2
495,10435,22,12,16,8,1997-02-04,2
496,10435,72,10,16,8,1997-02-04,2
497,10436,46,5,7,3,1997-02-05,2
498,10436,56,40,7,3,1997-02-05,2
499,10436,64,30,7,3,1997-02-05,2
500,10436,75,24,7,3,1997-02-05,2
501,10437,53,15,87,8,1997-02-05,1
502,10438,19,15,79,3,1997-02-06,2
503,10438,34,20,79,3,1997-02-06,2
504,10438,57,15,79,3,1997-02-06,2
505,10439,12,15,51,6,1997-02-07,3
506,10439,16,16,51,6,1997-02-07,3
507,10439,64,6,51,6,1997-02-07,3
508,10439,74,30,51,6,1997-02-07,3
509,10440,2,45,71,4,1997-02-10,2
510,10440,16,49,71,4,1997-02-10,2
511,10440,29,24,71,4,1997-02-10,2
512,10440,61,90,71,4,1997-02-10,2
513,10441,27,50,55,3,1997-02-10,2
514,10442,11,30,20,3,1997-02-11,2
515,10442,54,80,20,3,1997-02-11,2
516,10442,66,60,20,3,1997-02-11,2
517,10443,11,6,66,8,1997-02-12,1
518,10443,28,12,66,8,1997-02-12,1
